t_sec,hands.Left.Index.DIP_deg,hands.Left.Index.PIP_deg,hands.Left.Middle.DIP_deg,hands.Left.Middle.PIP_deg,hands.Left.Pinky.DIP_deg,hands.Left.Pinky.PIP_deg,hands.Left.Ring.DIP_deg,hands.Left.Ring.PIP_deg,hands.Left.Thumb.IP_deg,hands.Left.Thumb.MCP_deg,hands.Left.mid_extended,hands.Left.mid_ring_angle3d_deg,hands.Left.r_idx_mid,hands.Left.r_ring_pky,hands.Left.ring_extended,hands.Left.v_active,hands.Right.Index.DIP_deg,hands.Right.Index.PIP_deg,hands.Right.Middle.DIP_deg,hands.Right.Middle.PIP_deg,hands.Right.Pinky.DIP_deg,hands.Right.Pinky.PIP_deg,hands.Right.Ring.DIP_deg,hands.Right.Ring.PIP_deg,hands.Right.Thumb.IP_deg,hands.Right.Thumb.MCP_deg,hands.Right.mid_extended,hands.Right.mid_ring_angle3d_deg,hands.Right.r_idx_mid,hands.Right.r_ring_pky,hands.Right.ring_extended,hands.Right.v_active,pose.left_elbow_deg,pose.left_shoulder_raise,pose.right_elbow_deg,pose.right_shoulder_raise
0.0003190040588378906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.04692697525024414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.11359000205993652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,151.58587171732503,0.0
0.17962002754211426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,139.67609084631056,0.0
0.24727988243103027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,141.65179131393876,0.0
0.31301403045654297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,134.4561188718417,0.0
0.3799459934234619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,132.6912074101878,0.0
0.4462718963623047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,155.25321261656524,0.0
0.512495756149292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,155.44293625171966,0.0
0.5805089473724365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,155.22795059318608,0.0
0.6458780765533447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.712791919708252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.7804558277130127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,160.7157177415397,0.0
0.8465259075164795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.9125359058380127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.9789707660675049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.0460939407348633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.1130659580230713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.1792428493499756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.11373430179395,0.0,0.0,0.0
1.2454760074615479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.62842518481676,0.0,162.72939879047885,0.0
1.309201955795288,146.82281134993147,156.4450596237786,174.11163893389246,139.68847865219016,154.43088867678324,151.1706837259097,167.9323893194567,149.68783413316874,165.45574973330423,157.21094606693197,0.0,5.5100397613802015,0.6859333515167236,0.5098944902420044,0.0,0.0,,,,,,,,,,,,,,,,,82.64676761526269,0.0,8.012658945798021,0.0
1.3882269859313965,,,,,,,,,,,,,,,,,155.43627288821452,148.6775430116509,152.40251468683462,163.7907412770923,126.16140114841104,176.1848412750078,150.92584954536488,161.57488547778172,170.85008942823677,157.26121022718377,1.0,1.980013401923306,0.38278377056121826,0.6329267621040344,1.0,0.0,0.8864696436905807,0.0,4.228043269395087,0.0
1.4646928310394287,161.16964042679916,139.72662780096854,151.2285708476589,152.0442274760135,159.8780188756013,169.04123652906907,165.07884114025586,143.97582615746163,160.35538277277078,154.349698516266,1.0,4.76349528822306,0.5279030203819275,1.3917911052703857,0.0,0.0,171.49065307327456,143.19208664103334,164.4934295532636,163.45608627030344,157.86643852272525,159.16383810097338,176.7194393365942,156.82373757140394,164.61997364966268,165.76894561985182,1.0,4.76349528822306,0.5279030203819275,1.3917911052703857,0.0,0.0,10.152667967757631,0.0,10.692973757033943,0.0
1.5400409698486328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.052217176036635,0.0,18.319114416673834,0.0
