t_sec,hands.Left.Index.DIP_deg,hands.Left.Index.PIP_deg,hands.Left.Middle.DIP_deg,hands.Left.Middle.PIP_deg,hands.Left.Pinky.DIP_deg,hands.Left.Pinky.PIP_deg,hands.Left.Ring.DIP_deg,hands.Left.Ring.PIP_deg,hands.Left.Thumb.IP_deg,hands.Left.Thumb.MCP_deg,hands.Left.mid_extended,hands.Left.mid_ring_angle3d_deg,hands.Left.r_idx_mid,hands.Left.r_ring_pky,hands.Left.ring_extended,hands.Left.v_active,hands.Right.Index.DIP_deg,hands.Right.Index.PIP_deg,hands.Right.Middle.DIP_deg,hands.Right.Middle.PIP_deg,hands.Right.Pinky.DIP_deg,hands.Right.Pinky.PIP_deg,hands.Right.Ring.DIP_deg,hands.Right.Ring.PIP_deg,hands.Right.Thumb.IP_deg,hands.Right.Thumb.MCP_deg,hands.Right.mid_extended,hands.Right.mid_ring_angle3d_deg,hands.Right.r_idx_mid,hands.Right.r_ring_pky,hands.Right.ring_extended,hands.Right.v_active,pose.left_elbow_deg,pose.left_shoulder_raise,pose.right_elbow_deg,pose.right_shoulder_raise
0.00021505355834960938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.05135202407836914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.11469602584838867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.18347406387329102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.2500941753387451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.3185310363769531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.38429903984069824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.4489731788635254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.5180470943450928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.5824840068817139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.6519019603729248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.7160990238189697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.7846951484680176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.8514318466186523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.9166409969329834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0.9834580421447754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.0506939888000488,160.70640287529767,128.647018146912,167.42908433332954,130.9329184854638,147.03415620615135,153.22713582644434,159.44120381338604,146.99662498683998,174.83779249161472,170.7307874346527,0.0,5.474465545723399,0.46108517050743103,1.9504865407943726,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.127479076385498,157.79078450175066,143.23081317065927,171.7412919033678,139.83310126920512,136.74578806094186,157.0435064058098,152.99034349450716,146.21166626718,169.3482783047041,172.2849714721968,0.0,5.964468079373504,1.1230257749557495,3.6172916889190674,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.1942799091339111,152.43271055053955,137.0868752421765,171.13436750827904,145.9165472814413,138.68083445605825,155.9982245011488,164.19631144187807,143.61563853910772,172.6670875131851,172.3224062821365,0.0,3.633941736168326,1.0443669557571411,1.2039703130722046,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.2602288722991943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.3247261047363281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.3827290534973145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.88356634400148,0.0,0.0,0.0
1.450688123703003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6901464879066,0.0,165.83706467511684,0.0
1.5162580013275146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3248795954,0.0,165.83121771502064,0.0
1.5940821170806885,,,,,,,,,,,,,,,,,148.56176014330472,153.77818402541456,168.36143240791725,144.80882578269708,145.93583969411486,144.8838394234108,162.9886097723385,158.9775457844438,173.407716217518,169.8265840336676,0.0,0.6333471579922054,0.3592980206012726,0.5007506608963013,1.0,0.0,160.0298060371812,0.0,57.28983157277619,0.0
1.6576600074768066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8037175156301,0.0,58.35961735687296,0.0
1.723757028579712,158.8498169342668,140.3847486621026,164.03190866562605,153.36767352464258,155.2992486786563,161.8775038251723,158.94254053116794,160.64477117784202,156.2774173580034,157.44301257840016,1.0,3.133566114694447,0.3033882975578308,0.3479507565498352,1.0,0.0,,,,,,,,,,,,,,,,,159.70927233387565,0.0,80.555815165315,0.0
1.7912518978118896,145.95237846958597,122.58905215058445,161.94866369552167,133.65307666343696,152.65175773278537,151.12159915065766,151.06874304723,135.84031434284896,148.76664509982356,142.9198264743647,0.0,8.405319409516538,0.35979750752449036,0.3288608491420746,0.0,0.0,,,,,,,,,,,,,,,,,159.73971438728856,0.0,92.62683225876634,0.0
1.8582220077514648,,,,,,,,,,,,,,,,,154.4264104842212,56.030099390603326,124.38494203417669,69.97470099479295,144.26888455875365,92.82057459970709,123.13061877857328,79.84899237105321,135.8742815116206,160.77726741320313,0.0,14.532414390699477,0.3705701231956482,0.2757689654827118,0.0,0.0,160.4330998208442,0.0,89.99463001138493,0.0
1.9462511539459229,,,,,,,,,,,,,,,,,120.77327112205333,90.49722480275639,136.1437395124153,69.99220910346203,135.2362957348291,91.76939840772383,133.8771395805917,85.98547827189383,144.31587033066066,159.21697794159576,0.0,6.462290940992013,0.5934566855430603,0.28564414381980896,0.0,0.0,0.0,0.0,88.02449569869646,0.0
2.026764154434204,,,,,,,,,,,,,,,,,147.92117902643906,69.3823712559352,120.36289589456524,74.30276213372822,119.55508567836468,97.81230343022303,116.78423046321862,95.1380175367877,149.12154463955468,157.39865614747032,0.0,16.321519542084808,0.3557143807411194,0.2578551769256592,0.0,0.0,0.0,0.0,78.33643299696384,0.0
2.0928452014923096,,,,,,,,,,,,,,,,,161.38841495316535,166.7334849358499,165.32168290314146,162.6037678222606,167.2703522701398,153.86193748006377,177.6121387976651,161.11543675347377,149.24376209413953,159.64111628140813,1.0,22.294520994567172,0.3015715181827545,0.8649786710739136,1.0,1.0,159.7078936720304,0.0,94.89326246274733,0.0
2.1699588298797607,,,,,,,,,,,,,,,,,154.78784398021162,169.32919093021917,170.99719231589802,157.26822644236532,175.45976711228187,140.56483040769297,162.42659838105413,152.84523128162138,166.16720094133194,171.60117801872119,1.0,22.9081126130149,0.3096138536930084,0.8007657527923584,1.0,1.0,159.52984479958175,0.0,87.09850930934715,0.0
2.2252070903778076,,,,,,,,,,,,,,,,,156.67313453911817,168.75440342627377,166.7462297873743,150.54846176049554,164.1590360744279,147.56370200668297,167.38919750804553,147.29215495456236,172.79151335226013,175.53774612670716,1.0,21.679780565352537,0.37711960077285767,0.7879509329795837,0.0,0.0,157.07028807178799,0.0,77.58793436580687,0.0
2.2938790321350098,148.889318469144,134.89117867866264,162.88424795095565,151.1977709564944,153.48214864438177,171.0831497134327,157.67831745586122,173.4893704474049,149.2685335129292,157.60288133932255,1.0,28.4603063644605,0.3443220257759094,0.7422873973846436,1.0,1.0,148.6135966125948,176.42264260715928,171.8607388457776,163.90232277763263,157.01571347481007,159.3902568451129,159.64401229578434,156.1217901594039,165.94877851392954,176.5004973341785,1.0,28.4603063644605,0.3443220257759094,0.7422873973846436,1.0,1.0,157.09981108747482,0.0,58.887341042592595,0.0
